time	label
11558750	0
11590000	0
11621250	0
11652500	0
11683750	0
11715000	0
11746250	0
11777500	0
11808750	0
11840000	0
11871250	0
11902500	0
11933750	0
11965000	0
11996250	0
12027500	0
12058750	0
12090000	0
12121250	0
12152500	0
12183750	0
12215000	0
12246250	0
12277500	0
12308750	0
12340000	0
12371250	0
12402500	0
12433750	0
12465000	0
12496250	0
12527500	0
12558750	0
12590000	0
12621250	0
12652500	0
12683750	0
12715000	0
12746250	0
12777500	0
12808750	0
12840000	0
12871250	0
12902500	0
12933750	0
12965000	0
12996250	0
13027500	0
13058750	0
13090000	0
13121250	0
13152500	0
13183750	0
13215000	0
13246250	0
13277500	0
13308750	0
13340000	0
13371250	0
13402500	0
13433750	0
13465000	0
13496250	0
13527500	0
13558750	0
13590000	0
13621250	0
13652500	0
13683750	0
13715000	0
13746250	0
13777500	0
13808750	0
13840000	0
13871250	0
13902500	0
13933750	0
13965000	0
13996250	0
14027500	0
14058750	0
14090000	0
14121250	0
14152500	0
14183750	0
14215000	0
14246250	0
14277500	0
14308750	0
14340000	0
14371250	0
14402500	0
14433750	0
14465000	0
14496250	0
14527500	0
14558750	0
14590000	0
14621250	0
14652500	0
14683750	0
14715000	0
14746250	0
14777500	0
14808750	0
14840000	0
14871250	0
14902500	0
14933750	0
14965000	0
14996250	0
15027500	0
15058750	0
15090000	0
15121250	0
15152500	0
15183750	0
15215000	0
15246250	0
15277500	0
15308750	0
15340000	0
15371250	0
15402500	0
15433750	0
15465000	0
15496250	0
15527500	0
15558750	0
15590000	0
15621250	0
15652500	0
15683750	0
15715000	0
15746250	0
15777500	0
15808750	0
15840000	0
15871250	0
15902500	0
15933750	0
15965000	0
15996250	0
16027500	0
16058750	0
16090000	0
16121250	0
16152500	0
16183750	0
16215000	0
16246250	0
16277500	0
16308750	0
16340000	0
16371250	0
16402500	0
16433750	0
16465000	0
16496250	0
16527500	0
16558750	0
16590000	0
16621250	0
16652500	0
16683750	0
16715000	0
16746250	0
16777500	0
16808750	0
16840000	0
16871250	0
16902500	0
16933750	0
16965000	0
16996250	0
17027500	0
17058750	0
17090000	0
17121250	0
17152500	0
17183750	0
17215000	0
17246250	0
17277500	0
17308750	0
17340000	0
17371250	0
17402500	0
17433750	0
17465000	0
17496250	0
17527500	0
17558750	0
17590000	0
17621250	0
17652500	0
17683750	0
17715000	0
17746250	0
17777500	0
17808750	0
17840000	0
17871250	0
17902500	0
17933750	0
17965000	0
17996250	0
18027500	0
18058750	0
18090000	0
18121250	0
18152500	0
18183750	0
18215000	0
18246250	0
18277500	0
18308750	0
18340000	0
18371250	0
18402500	0
18433750	0
18465000	0
18496250	0
18527500	0
18558750	0
18590000	0
18621250	0
18652500	0
18683750	0
18715000	0
18746250	0
18777500	0
18808750	0
18840000	0
18871250	0
18902500	0
18933750	0
18965000	0
18996250	0
19027500	0
19058750	0
19090000	0
19121250	0
19152500	0
19183750	0
19215000	0
19246250	0
19277500	0
19308750	0
19340000	0
19371250	0
19402500	0
19433750	0
19465000	0
19496250	0
19527500	0
19558750	0
19590000	0
19621250	0
19652500	0
19683750	0
19715000	0
19746250	0
19777500	0
19808750	0
19840000	0
19871250	0
19902500	0
19933750	0
19965000	0
19996250	0
20027500	0
20058750	0
20090000	0
20121250	0
20152500	0
20183750	0
20215000	0
20246250	0
20277500	0
20308750	0
20340000	0
20371250	0
20402500	0
20433750	0
20465000	0
20496250	0
20527500	0
20558750	0
20590000	0
20621250	0
20652500	0
20683750	0
20715000	0
20746250	0
20777500	0
20808750	0
20840000	0
20871250	0
20902500	0
20933750	0
20965000	0
20996250	0
21027500	0
21058750	0
21090000	0
21121250	0
21152500	0
21183750	0
21215000	0
21246250	0
21277500	0
21308750	0
21340000	0
21371250	0
21402500	0
21433750	0
21465000	0
21496250	0
21527500	0
21558750	0
21590000	0
21621250	0
21652500	0
21683750	0
21715000	0
21746250	0
21777500	0
21808750	0
21840000	0
21871250	0
21902500	0
21933750	0
21965000	0
21996250	0
22027500	0
22058750	0
22090000	0
22121250	0
22152500	0
22183750	0
22215000	0
22246250	0
22277500	0
22308750	0
22340000	0
22371250	0
22402500	0
22433750	0
22465000	1
22496250	1
22527500	1
22558750	1
22590000	1
22621250	1
22652500	1
22683750	1
22715000	1
22746250	1
22777500	1
22808750	1
22840000	1
22871250	1
22902500	1
22933750	1
22965000	1
22996250	1
23027500	1
23058750	1
23090000	1
23121250	1
23152500	1
23183750	1
23215000	1
23246250	1
23277500	1
23308750	1
23340000	1
23371250	1
23402500	1
23433750	1
23465000	1
23496250	1
23527500	1
23558750	1
23590000	1
23621250	1
23652500	1
23683750	1
23715000	1
23746250	1
23777500	1
23808750	1
23840000	1
23871250	1
23902500	1
23933750	1
23965000	1
23996250	1
24027500	1
24058750	1
24090000	1
24121250	1
24152500	1
24183750	1
24215000	1
24246250	1
24277500	1
24308750	1
24340000	1
24371250	1
24402500	1
24433750	1
24465000	1
24496250	1
24527500	1
24558750	1
24590000	1
24621250	1
24652500	1
24683750	1
24715000	1
24746250	1
24777500	1
24808750	1
24840000	1
24871250	1
24902500	1
24933750	1
24965000	1
24996250	1
25027500	1
25058750	1
25090000	1
25121250	1
25152500	1
25183750	1
25215000	1
25246250	1
25277500	1
25308750	1
25340000	1
25371250	1
25402500	1
25433750	1
25465000	1
25496250	1
25527500	1
25558750	1
25590000	1
25621250	1
25652500	1
25683750	1
25715000	1
25746250	1
25777500	1
25808750	1
25840000	1
25871250	1
25902500	1
25933750	1
25965000	1
25996250	1
26027500	1
26058750	1
26090000	1
26121250	1
26152500	1
26183750	1
26215000	1
26246250	1
26277500	1
26308750	1
26340000	1
26371250	1
26402500	1
26433750	1
26465000	1
26496250	0
26527500	0
26558750	0
26590000	0
26621250	0
26652500	0
26683750	0
26715000	0
26746250	0
26777500	0
26808750	0
26840000	0
26871250	0
26902500	0
26933750	0
26965000	0
26996250	0
27027500	0
27058750	0
27090000	0
27121250	0
27152500	0
27183750	0
27215000	0
27246250	0
27277500	0
27308750	0
27340000	0
27371250	0
27402500	0
27433750	0
27465000	0
27496250	0
27527500	0
27558750	0
27590000	0
27621250	0
27652500	0
27683750	0
27715000	0
27746250	0
27777500	0
27808750	0
27840000	0
27871250	0
27902500	0
27933750	0
27965000	0
27996250	0
28027500	0
28058750	0
28090000	0
28121250	0
28152500	0
28183750	0
28215000	0
28246250	0
28277500	0
28308750	0
28340000	0
28371250	0
28402500	0
28433750	0
28465000	0
28496250	0
28527500	0
28558750	0
28590000	0
28621250	0
28652500	0
28683750	0
28715000	0
28746250	0
28777500	0
28808750	0
28840000	0
28871250	0
28902500	0
28933750	0
28965000	0
28996250	0
29027500	0
29058750	0
29090000	0
29121250	0
29152500	0
29183750	0
29215000	0
29246250	0
29277500	0
29308750	0
29340000	0
29371250	0
29402500	0
29433750	0
29465000	0
29496250	0
29527500	0
29558750	0
29590000	0
29621250	0
29652500	0
29683750	0
29715000	0
29746250	0
29777500	0
29808750	0
29840000	0
29871250	0
29902500	0
29933750	0
29965000	0
29996250	0
30027500	0
30058750	0
30090000	0
30121250	0
30152500	0
30183750	0
30215000	0
30246250	0
30277500	0
30308750	0
30340000	0
30371250	0
30402500	0
30433750	0
30465000	0
30496250	0
30527500	0
30558750	0
30590000	0
30621250	0
30652500	0
30683750	0
30715000	0
30746250	0
30777500	0
30808750	0
30840000	0
30871250	0
30902500	0
30933750	0
30965000	0
30996250	0
31027500	0
31058750	0
31090000	0
31121250	0
31152500	0
31183750	0
31215000	0
31246250	0
31277500	0
31308750	0
31340000	0
31371250	0
31402500	0
31433750	0
31465000	0
31496250	0
31527500	0
31558750	0
31590000	0
31621250	0
31652500	0
31683750	0
31715000	0
31746250	0
31777500	0
31808750	0
31840000	0
31871250	0
31902500	0
31933750	0
31965000	0
31996250	0
32027500	0
32058750	0
32090000	0
32121250	0
32152500	0
32183750	0
32215000	0
32246250	0
32277500	0
32308750	0
32340000	0
32371250	0
32402500	0
32433750	0
32465000	0
32496250	0
32527500	0
32558750	0
32590000	0
32621250	0
32652500	0
32683750	0
32715000	0
32746250	0
32777500	0
32808750	0
32840000	0
32871250	0
32902500	0
32933750	0
32965000	0
32996250	0
33027500	0
33058750	0
33090000	0
33121250	0
33152500	0
33183750	0
33215000	0
33246250	0
33277500	0
33308750	0
33340000	0
33371250	0
33402500	0
33433750	0
33465000	0
33496250	0
33527500	0
33558750	0
33590000	0
33621250	0
33652500	0
33683750	0
33715000	0
33746250	0
33777500	0
33808750	0
33840000	0
33871250	0
33902500	0
33933750	0
33965000	0
33996250	0
34027500	0
34058750	0
34090000	0
34121250	0
34152500	0
34183750	0
34215000	0
34246250	0
34277500	0
34308750	0
34340000	0
34371250	0
34402500	0
34433750	0
34465000	0
34496250	0
34527500	0
34558750	0
34590000	0
34621250	0
34652500	0
34683750	0
34715000	0
34746250	0
34777500	0
34808750	0
34840000	0
34871250	0
34902500	0
34933750	0
34965000	0
34996250	0
35027500	0
35058750	0
35090000	0
35121250	0
35152500	0
35183750	0
35215000	0
35246250	0
35277500	0
35308750	0
35340000	0
35371250	0
35402500	0
35433750	0
35465000	0
35496250	0
35527500	0
35558750	0
35590000	0
35621250	0
35652500	0
35683750	0
35715000	0
35746250	0
35777500	0
35808750	0
35840000	0
35871250	0
35902500	0
35933750	0
35965000	0
35996250	0
36027500	0
36058750	0
36090000	0
36121250	0
36152500	0
36183750	0
36215000	0
36246250	0
36277500	0
36308750	0
36340000	0
36371250	0
36402500	0
36433750	0
36465000	0
36496250	0
36527500	0
36558750	0
36590000	0
36621250	0
36652500	0
36683750	0
36715000	0
36746250	0
36777500	0
36808750	0
36840000	0
36871250	0
36902500	0
36933750	0
36965000	0
36996250	0
37027500	0
37058750	0
37090000	0
37121250	0
37152500	0
37183750	0
37215000	0
37246250	0
37277500	0
37308750	0
37340000	0
37371250	0
37402500	0
37433750	0
37465000	0
37496250	0
37527500	0
37558750	0
37590000	0
37621250	0
37652500	0
37683750	0
37715000	0
37746250	0
37777500	0
37808750	0
37840000	0
37871250	0
37902500	0
37933750	0
37965000	0
37996250	0
38027500	0
38058750	0
38090000	0
38121250	0
38152500	0
38183750	0
38215000	0
38246250	0
38277500	0
38308750	0
38340000	0
38371250	0
38402500	0
38433750	0
38465000	0
38496250	0
38527500	0
38558750	0
38590000	0
38621250	0
38652500	0
38683750	0
38715000	0
38746250	0
38777500	0
38808750	0
38840000	0
38871250	0
38902500	0
38933750	0
38965000	0
38996250	0
39027500	4
39058750	4
39090000	4
39121250	4
39152500	4
39183750	4
39215000	4
39246250	4
39277500	4
39308750	4
39340000	4
39371250	4
39402500	4
39433750	4
39465000	4
39496250	4
39527500	4
39558750	4
39590000	4
39621250	4
39652500	4
39683750	4
39715000	4
39746250	4
39777500	4
39808750	4
39840000	4
39871250	4
39902500	4
39933750	4
39965000	4
39996250	4
40027500	4
40058750	4
40090000	4
40121250	4
40152500	4
40183750	4
40215000	4
40246250	4
40277500	4
40308750	4
40340000	4
40371250	4
40402500	4
40433750	4
40465000	4
40496250	4
40527500	4
40558750	4
40590000	4
40621250	4
40652500	4
40683750	4
40715000	4
40746250	4
40777500	4
40808750	4
40840000	4
40871250	4
40902500	4
40933750	4
40965000	4
40996250	4
41027500	4
41058750	4
41090000	4
41121250	4
41152500	4
41183750	4
41215000	4
41246250	4
41277500	4
41308750	4
41340000	4
41371250	4
41402500	4
41433750	4
41465000	4
41496250	4
41527500	4
41558750	4
41590000	4
41621250	4
41652500	4
41683750	4
41715000	4
41746250	4
41777500	4
41808750	4
41840000	4
41871250	4
41902500	4
41933750	4
41965000	4
41996250	4
42027500	4
42058750	4
42090000	4
42121250	4
42152500	4
42183750	4
42215000	4
42246250	4
42277500	4
42308750	4
42340000	4
42371250	4
42402500	4
42433750	4
42465000	4
42496250	4
42527500	4
42558750	4
42590000	4
42621250	4
42652500	4
42683750	4
42715000	4
42746250	4
42777500	4
42808750	4
42840000	4
42871250	4
42902500	4
42933750	4
42965000	4
42996250	4
43027500	4
43058750	0
43090000	0
43121250	0
43152500	0
43183750	0
43215000	0
43246250	0
43277500	0
43308750	0
43340000	0
43371250	0
43402500	0
43433750	0
43465000	0
43496250	0
43527500	0
43558750	0
43590000	0
43621250	0
43652500	0
43683750	0
43715000	0
43746250	0
43777500	0
43808750	0
43840000	0
43871250	0
43902500	0
43933750	0
43965000	0
43996250	0
44027500	0
44058750	0
44090000	0
44121250	0
44152500	0
44183750	0
44215000	0
44246250	0
44277500	0
44308750	0
44340000	0
44371250	0
44402500	0
44433750	0
44465000	0
44496250	0
44527500	0
44558750	0
44590000	0
44621250	0
44652500	0
44683750	0
44715000	0
44746250	0
44777500	0
44808750	0
44840000	0
44871250	0
44902500	0
44933750	0
44965000	0
44996250	0
45027500	0
45058750	0
45090000	0
45121250	0
45152500	0
45183750	0
45215000	0
45246250	0
45277500	0
45308750	0
45340000	0
45371250	0
45402500	0
45433750	0
45465000	0
45496250	0
45527500	0
45558750	0
45590000	0
45621250	0
45652500	0
45683750	0
45715000	0
45746250	0
45777500	0
45808750	0
45840000	0
45871250	0
45902500	0
45933750	0
45965000	0
45996250	0
46027500	0
46058750	0
46090000	0
46121250	0
46152500	0
46183750	0
46215000	0
46246250	0
46277500	0
46308750	0
46340000	0
46371250	0
46402500	0
46433750	0
46465000	0
46496250	0
46527500	0
46558750	0
46590000	0
46621250	0
46652500	0
46683750	0
46715000	0
46746250	0
46777500	0
46808750	0
46840000	0
46871250	0
46902500	0
46933750	0
46965000	0
46996250	0
47027500	0
47058750	0
47090000	0
47121250	0
47152500	0
47183750	0
47215000	0
47246250	0
47277500	0
47308750	0
47340000	0
47371250	0
47402500	0
47433750	0
47465000	0
47496250	0
47527500	0
47558750	0
47590000	0
47621250	0
47652500	0
47683750	0
47715000	0
47746250	0
47777500	0
47808750	0
47840000	0
47871250	0
47902500	0
47933750	0
47965000	0
47996250	0
48027500	0
48058750	0
48090000	0
48121250	0
48152500	0
48183750	0
48215000	0
48246250	0
48277500	0
48308750	0
48340000	0
48371250	0
48402500	0
48433750	0
48465000	0
48496250	0
48527500	0
48558750	0
48590000	0
48621250	0
48652500	0
48683750	0
48715000	0
48746250	0
48777500	0
48808750	0
48840000	0
48871250	0
48902500	0
48933750	0
48965000	0
48996250	0
49027500	0
49058750	0
49090000	0
49121250	0
49152500	0
49183750	0
49215000	0
49246250	0
49277500	0
49308750	0
49340000	0
49371250	0
49402500	0
49433750	0
49465000	0
49496250	0
49527500	0
49558750	0
49590000	0
49621250	0
49652500	0
49683750	0
49715000	0
49746250	0
49777500	0
49808750	0
49840000	0
49871250	0
49902500	0
49933750	0
49965000	0
49996250	0
50027500	0
50058750	0
50090000	0
50121250	0
50152500	0
50183750	0
50215000	0
50246250	0
50277500	0
50308750	0
50340000	0
50371250	0
50402500	0
50433750	0
50465000	0
50496250	0
50527500	0
50558750	0
50590000	0
50621250	0
50652500	0
50683750	0
50715000	0
50746250	0
50777500	0
50808750	0
50840000	0
50871250	0
50902500	0
50933750	0
50965000	0
50996250	0
51027500	0
51058750	0
51090000	0
51121250	0
51152500	0
51183750	0
51215000	0
51246250	0
51277500	0
51308750	0
51340000	0
51371250	0
51402500	0
51433750	0
51465000	0
51496250	0
51527500	0
51558750	0
51590000	0
51621250	0
51652500	0
51683750	0
51715000	0
51746250	0
51777500	0
51808750	0
51840000	0
51871250	0
51902500	0
51933750	0
51965000	0
51996250	0
52027500	0
52058750	0
52090000	0
52121250	0
52152500	0
52183750	0
52215000	0
52246250	0
52277500	0
52308750	0
52340000	0
52371250	0
52402500	0
52433750	0
52465000	0
52496250	0
52527500	0
52558750	0
52590000	0
52621250	0
52652500	0
52683750	0
52715000	0
52746250	0
52777500	0
52808750	0
52840000	0
52871250	0
52902500	0
52933750	0
52965000	0
52996250	0
53027500	0
53058750	0
53090000	0
53121250	0
53152500	0
53183750	0
53215000	0
53246250	0
53277500	0
53308750	0
53340000	0
53371250	0
53402500	0
53433750	0
53465000	0
53496250	0
53527500	0
53558750	0
53590000	0
53621250	0
53652500	0
53683750	0
53715000	0
53746250	0
53777500	0
53808750	0
53840000	0
53871250	0
53902500	0
53933750	0
53965000	0
53996250	0
54027500	0
54058750	0
54090000	0
54121250	0
54152500	0
54183750	0
54215000	0
54246250	0
54277500	0
54308750	0
54340000	0
54371250	0
54402500	0
54433750	0
54465000	0
54496250	0
54527500	0
54558750	0
54590000	0
54621250	0
54652500	0
54683750	0
54715000	0
54746250	0
54777500	0
54808750	0
54840000	0
54871250	0
54902500	0
54933750	0
54965000	0
54996250	0
55027500	0
55058750	0
55090000	0
55121250	0
55152500	0
55183750	0
55215000	0
55246250	0
55277500	0
55308750	0
55340000	0
55371250	0
55402500	0
55433750	0
55465000	0
55496250	0
55527500	0
55558750	0
55590000	0
55621250	0
55652500	0
55683750	0
55715000	0
55746250	0
55777500	0
55808750	0
55840000	0
55871250	0
55902500	0
55933750	0
55965000	0
55996250	0
56027500	0
56058750	0
56090000	0
56121250	0
56152500	0
56183750	0
56215000	0
56246250	0
56277500	0
56308750	0
56340000	0
56371250	0
56402500	0
56433750	0
56465000	0
56496250	0
56527500	0
56558750	0
56590000	0
56621250	0
56652500	0
56683750	0
56715000	0
56746250	0
56777500	0
56808750	0
56840000	0
56871250	0
56902500	0
56933750	0
56965000	0
56996250	0
57027500	0
57058750	0
57090000	0
57121250	0
57152500	0
57183750	0
57215000	0
57246250	0
57277500	0
57308750	0
57340000	0
57371250	0
57402500	0
57433750	0
57465000	0
57496250	0
57527500	0
57558750	0
57590000	0
57621250	0
57652500	0
57683750	0
57715000	0
57746250	0
57777500	0
57808750	0
57840000	0
57871250	0
57902500	0
57933750	0
57965000	0
57996250	0
58027500	0
58058750	0
58090000	0
58121250	0
58152500	0
58183750	0
58215000	0
58246250	0
58277500	0
58308750	0
58340000	0
58371250	0
58402500	0
58433750	0
58465000	0
58496250	0
58527500	0
58558750	0
58590000	0
58621250	0
58652500	0
58683750	0
58715000	0
58746250	0
58777500	0
58808750	0
58840000	0
58871250	0
58902500	0
58933750	0
58965000	0
58996250	0
59027500	0
59058750	0
59090000	0
59121250	0
59152500	0
59183750	0
59215000	0
59246250	0
59277500	0
59308750	0
59340000	0
59371250	4
59402500	4
59433750	4
59465000	4
59496250	4
59527500	4
59558750	4
59590000	4
59621250	4
59652500	4
59683750	4
59715000	4
59746250	4
59777500	4
59808750	4
59840000	4
59871250	4
59902500	4
59933750	4
59965000	4
59996250	4
60027500	4
60058750	4
60090000	4
60121250	4
60152500	4
60183750	4
60215000	4
60246250	4
60277500	4
60308750	4
60340000	4
60371250	4
60402500	4
60433750	4
60465000	4
60496250	4
60527500	4
60558750	4
60590000	4
60621250	4
60652500	4
60683750	4
60715000	4
60746250	4
60777500	4
60808750	4
60840000	4
60871250	4
60902500	4
60933750	4
60965000	4
60996250	4
61027500	4
61058750	4
61090000	4
61121250	4
61152500	4
61183750	4
61215000	4
61246250	4
61277500	4
61308750	4
61340000	4
61371250	4
61402500	4
61433750	4
61465000	4
61496250	4
61527500	4
61558750	4
61590000	4
61621250	4
61652500	4
61683750	4
61715000	4
61746250	4
61777500	4
61808750	4
61840000	4
61871250	4
61902500	4
61933750	4
61965000	4
61996250	4
62027500	4
62058750	4
62090000	4
62121250	4
62152500	4
62183750	4
62215000	4
62246250	4
62277500	4
62308750	4
62340000	4
62371250	4
62402500	4
62433750	4
62465000	4
62496250	4
62527500	4
62558750	4
62590000	4
62621250	4
62652500	4
62683750	4
62715000	4
62746250	4
62777500	4
62808750	4
62840000	4
62871250	4
62902500	4
62933750	4
62965000	4
62996250	4
63027500	4
63058750	4
63090000	4
63121250	4
63152500	4
63183750	4
63215000	4
63246250	4
63277500	4
63308750	4
63340000	4
63371250	4
63402500	0
63433750	0
63465000	0
63496250	0
63527500	0
63558750	0
63590000	0
63621250	0
63652500	0
63683750	0
63715000	0
63746250	0
63777500	0
63808750	0
63840000	0
63871250	0
63902500	0
63933750	0
63965000	0
63996250	0
64027500	0
64058750	0
64090000	0
64121250	0
64152500	0
64183750	0
64215000	0
64246250	0
64277500	0
64308750	0
64340000	0
64371250	0
64402500	0
64433750	0
64465000	0
64496250	0
64527500	0
64558750	0
64590000	0
64621250	0
64652500	0
64683750	0
64715000	0
64746250	0
64777500	0
64808750	0
64840000	0
64871250	0
64902500	0
64933750	0
64965000	0
64996250	0
65027500	0
65058750	0
65090000	0
65121250	0
65152500	0
65183750	0
65215000	0
65246250	0
65277500	0
65308750	0
65340000	0
65371250	0
65402500	0
65433750	0
65465000	0
65496250	0
65527500	0
65558750	0
65590000	0
65621250	0
65652500	0
65683750	0
65715000	0
65746250	0
65777500	0
65808750	0
65840000	0
65871250	0
65902500	0
65933750	0
65965000	0
65996250	0
66027500	0
66058750	0
66090000	0
66121250	0
66152500	0
66183750	0
66215000	0
66246250	0
66277500	0
66308750	0
66340000	0
66371250	0
66402500	0
66433750	0
66465000	0
66496250	0
66527500	0
66558750	0
66590000	0
66621250	0
66652500	0
66683750	0
66715000	0
66746250	0
66777500	0
66808750	0
66840000	0
66871250	0
66902500	0
66933750	0
66965000	0
66996250	0
67027500	0
67058750	0
67090000	0
67121250	0
67152500	0
67183750	0
67215000	0
67246250	0
67277500	0
67308750	0
67340000	0
67371250	0
67402500	0
67433750	0
67465000	0
67496250	0
67527500	0
67558750	0
67590000	0
67621250	0
67652500	0
67683750	0
67715000	0
67746250	0
67777500	0
67808750	0
67840000	0
67871250	0
67902500	0
67933750	0
67965000	0
67996250	0
68027500	0
68058750	0
68090000	0
68121250	0
68152500	0
68183750	0
68215000	0
68246250	0
68277500	0
68308750	0
68340000	0
68371250	0
68402500	0
68433750	0
68465000	0
68496250	0
68527500	0
68558750	0
68590000	0
68621250	0
68652500	0
68683750	0
68715000	0
68746250	0
68777500	0
68808750	0
68840000	0
68871250	0
68902500	0
68933750	0
68965000	0
68996250	0
69027500	0
69058750	0
69090000	0
69121250	0
69152500	0
69183750	0
69215000	0
69246250	0
69277500	0
69308750	0
69340000	0
69371250	0
69402500	0
69433750	0
69465000	0
69496250	0
69527500	0
69558750	0
69590000	0
69621250	0
69652500	0
69683750	0
69715000	0
69746250	0
69777500	0
69808750	0
69840000	0
69871250	0
69902500	0
69933750	0
69965000	0
69996250	0
70027500	0
70058750	0
70090000	0
70121250	0
70152500	0
70183750	0
70215000	0
70246250	0
70277500	0
70308750	0
70340000	0
70371250	0
70402500	0
70433750	0
70465000	0
70496250	0
70527500	0
70558750	0
70590000	0
70621250	0
70652500	0
70683750	0
70715000	0
70746250	0
70777500	0
70808750	0
70840000	0
70871250	0
70902500	0
70933750	0
70965000	0
70996250	0
71027500	0
71058750	0
71090000	0
71121250	0
71152500	0
71183750	0
71215000	0
71246250	0
71277500	0
71308750	0
71340000	0
71371250	0
71402500	0
71433750	0
71465000	0
71496250	0
71527500	0
71558750	0
71590000	0
71621250	0
71652500	0
71683750	0
71715000	0
71746250	0
71777500	0
71808750	0
71840000	0
71871250	0
71902500	0
71933750	0
71965000	0
71996250	0
72027500	0
72058750	0
72090000	0
72121250	0
72152500	0
72183750	0
72215000	0
72246250	0
72277500	0
72308750	0
72340000	0
72371250	0
72402500	0
72433750	0
72465000	0
72496250	0
72527500	0
72558750	0
72590000	0
72621250	0
72652500	0
72683750	0
72715000	0
72746250	0
72777500	0
72808750	0
72840000	0
72871250	0
72902500	0
72933750	0
72965000	0
72996250	0
73027500	0
